Datetime, temp_LNS_1, temp_LNS_2, temp_LNS_3, temp_LNS_4, temp_sensor, hum_sensor, temp_outside, hum_outside, temp_upper, hum_upper, temp_intake, hum_intake, temp_outflow, hum_outflow, V_CO2_below, V_CO2_lower,V_CO2_upper, V_CO2_above, V_CO2_sensor, CO2_Tank, ORP_LNS_1, DO_LNS_1, pH_LNS_1, EC_LNS_1, Water_Dose_1, ORP_LNS_2, DO_LNS_2, pH_LNS_2, EC_LNS_2, Water_Dose_2, pH_Dose_1, pH_Dose_2, EC_Dose_1, EC_Dose_2, ORP_LNS_3, DO_LNS_3, pH_LNS_3, EC_LNS_3, Water_Dose_3, ORP_LNS_4, DO_LNS_4, pH_LNS_4, EC_LNS_4, Water_Dose_4, pH_Dose_3, pH_Dose_4, EC_Dose_3, EC_Dose_4,
2022-03-03 13:03:14 , 29.37,29.13,22.22,22.01, 29.82,61.96,23.47,34.53,33.14,51.49,29.47,63.49,30.04,61.54, 856.00,808.00,812.00,760.00,832.00,0, 377.10,7.14,5.42,1443.00,0,408.80,1.53,5.13,1469.00,0,0,0,0,0, 240.70,7.93,4.97,1246.00,0,357.70,6.06,5.50,1221.00,0,0,0,0,0,
2022-03-03 13:03:24 , 29.37,29.13,22.29,21.95, 29.81,61.98,23.46,34.54,33.12,51.51,29.45,63.47,30.02,61.58, 856.00,804.00,812.00,760.00,828.00,0, 377.10,7.14,5.42,1443.00,0,409.00,1.53,5.13,1470.00,0,0,0,0,0, 240.80,7.97,4.96,1245.00,0,357.50,6.19,5.50,1221.00,0,0,0,0,0,
2022-03-03 13:03:34 , 29.43,29.13,22.29,22.01, 29.81,61.99,23.47,34.52,33.14,51.47,29.47,63.47,30.04,61.57, 856.00,800.00,812.00,764.00,828.00,0, 377.30,7.13,5.42,1443.00,0,408.90,1.50,5.13,1469.00,0,0,0,0,0, 240.90,7.77,4.96,1243.00,0,357.30,6.24,5.50,1221.00,0,0,0,0,0,
2022-03-03 13:03:44 , 29.43,29.13,22.22,22.01, 29.80,61.96,23.47,34.48,33.14,51.45,29.45,63.53,30.00,61.52, 852.00,808.00,820.00,756.00,816.00,0, 377.00,7.12,5.42,1443.00,0,408.80,1.52,5.14,1469.00,0,0,0,0,0, 240.90,7.41,4.97,1244.00,0,357.60,6.24,5.50,1222.00,0,0,0,0,0,
2022-03-03 13:03:54 , 29.37,29.13,22.22,22.01, 29.80,61.98,23.50,34.50,33.14,51.52,29.48,63.51,30.00,61.57, 840.00,796.00,812.00,764.00,828.00,0, 376.80,7.09,5.42,1443.00,0,409.00,1.52,5.14,1469.00,0,0,0,0,0, 240.50,7.36,4.96,1244.00,0,357.70,6.27,5.50,1223.00,0,0,0,0,0,
2022-03-03 13:04:03 , 29.37,29.13,22.22,22.08, 29.78,61.98,23.51,34.50,33.17,51.48,29.48,63.47,30.00,61.57, 852.00,808.00,824.00,764.00,828.00,0, 377.20,7.11,5.43,1443.00,5,408.80,1.52,5.14,1469.00,0,0,0,0,0, 240.80,7.37,4.96,1243.00,0,357.60,6.24,5.50,1223.00,0,0,0,0,0,
2022-03-03 13:04:13 , 29.43,29.19,22.22,22.08, 29.80,61.94,23.51,34.46,33.15,51.43,29.50,63.38,30.02,61.59, 848.00,808.00,820.00,768.00,828.00,0, 377.20,7.12,5.43,1443.00,0,408.80,1.53,5.15,1469.00,0,0,0,0,0, 240.90,7.38,4.96,1244.00,0,357.50,6.26,5.50,1223.00,0,0,0,0,0,
2022-03-03 13:04:23 , 29.43,29.13,22.22,22.08, 29.81,61.96,23.50,34.48,33.14,51.48,29.54,63.32,30.00,61.59, 848.00,808.00,816.00,768.00,828.00,0, 377.10,7.13,5.42,1443.00,0,408.70,1.54,5.14,1469.00,0,0,0,0,0, 240.70,7.34,4.97,1250.00,0,357.70,6.23,5.50,1224.00,0,0,0,0,0,
2022-03-03 13:04:33 , 29.37,29.13,22.22,22.08, 29.81,61.98,23.51,34.42,33.14,51.45,29.55,63.22,30.00,61.57, 852.00,804.00,816.00,768.00,828.00,0, 376.90,7.10,5.42,1443.00,0,408.80,1.52,5.14,1469.00,0,0,0,0,0, 240.90,7.38,4.97,1236.00,0,357.10,6.17,5.50,1223.00,0,0,0,0,0,
2022-03-03 13:04:43 , 29.37,29.13,22.22,22.08, 29.81,61.95,23.51,34.41,33.17,51.47,29.57,63.19,30.00,61.58, 852.00,804.00,808.00,764.00,828.00,0, 377.40,7.07,5.43,1443.00,0,409.00,1.54,5.14,1469.00,0,0,0,0,0, 240.60,7.33,4.97,1249.00,0,357.20,6.20,5.50,1223.00,0,0,0,0,0,
2022-03-03 13:04:53 , 29.43,29.13,22.16,22.08, 29.84,61.90,23.53,34.48,33.15,51.47,29.66,62.96,30.03,61.57, 852.00,804.00,820.00,764.00,828.00,0, 377.60,7.08,5.43,1443.00,0,408.80,1.51,5.14,1470.00,0,0,0,0,0, 240.70,7.37,4.97,1226.00,0,357.40,6.12,5.50,1224.00,0,0,0,0,0,
2022-03-03 13:05:03 , 29.43,29.13,22.16,22.01, 29.87,61.90,23.54,34.46,33.14,51.48,29.63,62.92,30.03,61.63, 852.00,816.00,820.00,768.00,828.00,0, 377.10,7.07,5.43,1443.00,0,408.70,1.53,5.14,1469.00,0,0,0,0,0, 240.70,7.39,4.96,1223.00,0,357.70,6.18,5.49,1224.00,0,0,0,0,0,
2022-03-03 13:05:13 , 29.43,29.13,22.16,22.01, 29.85,61.87,23.55,34.45,33.18,51.47,29.69,62.89,29.99,61.61, 856.00,804.00,816.00,764.00,828.00,0, 377.30,7.06,5.43,1443.00,0,408.70,1.53,5.15,1469.00,0,0,0,0,0, 240.70,7.52,4.96,1229.00,0,357.30,6.19,5.50,1224.00,0,0,0,0,0,
2022-03-03 13:05:23 , 29.43,29.13,22.22,21.95, 29.84,61.88,23.54,34.42,33.15,51.47,29.73,62.86,30.02,61.64, 856.00,804.00,824.00,748.00,828.00,0, 377.00,7.05,5.42,1443.00,0,408.90,1.55,5.14,1470.00,0,0,0,0,0, 240.70,7.72,4.96,1213.00,0,357.30,6.14,5.50,1213.00,0,0,0,0,0,
2022-03-03 13:05:33 , 29.43,29.19,22.16,21.95, 29.87,61.76,23.57,34.41,33.17,51.49,29.69,62.79,30.02,61.62, 860.00,800.00,840.00,748.00,828.00,0, 377.10,7.06,5.42,1443.00,0,408.60,1.55,5.14,1469.00,0,0,0,0,0, 240.30,7.86,4.96,1223.00,0,357.70,6.19,5.50,1223.00,0,0,0,0,0,
2022-03-03 13:05:43 , 29.43,29.19,22.16,21.95, 29.89,61.73,23.55,34.30,33.15,51.48,29.71,62.76,30.03,61.64, 844.00,808.00,844.00,768.00,832.00,0, 377.10,7.09,5.43,1443.00,0,408.60,1.54,5.14,1470.00,0,0,0,0,0, 240.70,7.86,4.96,1249.00,0,357.60,6.17,5.50,1223.00,0,0,0,0,0,
2022-03-03 13:05:53 , 29.43,29.19,22.16,21.95, 29.91,61.70,23.54,34.23,33.15,51.44,29.71,62.78,30.02,61.59, 852.00,812.00,820.00,764.00,828.00,0, 377.20,7.04,5.43,1443.00,0,408.70,1.53,5.14,1469.00,0,0,0,0,0, 240.50,7.60,4.96,1238.00,0,357.90,6.17,5.49,1223.00,0,0,0,0,0,
2022-03-03 13:06:03 , 29.43,29.13,22.16,21.95, 29.92,61.67,23.53,34.18,33.15,51.44,29.71,62.80,30.02,61.59, 856.00,808.00,820.00,764.00,828.00,0, 376.80,7.05,5.41,1443.00,0,408.60,1.53,5.14,1470.00,0,0,0,0,0, 240.70,7.40,4.96,1219.00,0,357.80,6.10,5.50,1221.00,0,0,0,0,0,
2022-03-03 13:06:13 , 29.43,29.13,22.16,21.89, 29.94,61.65,23.53,34.21,33.18,51.46,29.79,62.71,30.02,61.62, 856.00,832.00,832.00,772.00,840.00,0, 377.10,7.04,5.42,1443.00,0,408.60,1.54,5.13,1470.00,0,0,0,0,0, 240.70,7.27,4.97,1262.00,0,357.70,6.13,5.50,1221.00,0,0,0,0,0,
2022-03-03 13:06:23 , 29.43,29.13,22.22,21.89, 29.97,61.62,23.53,34.26,33.17,51.42,29.75,62.59,30.02,61.57, 856.00,820.00,828.00,764.00,832.00,0, 377.10,7.02,5.42,1443.00,0,408.70,1.54,5.13,1470.00,0,0,0,0,0, 240.70,7.50,4.96,1235.00,0,357.90,6.14,5.50,1221.00,0,0,0,0,0,
2022-03-03 13:06:33 , 29.50,29.13,22.16,21.89, 29.94,61.55,23.50,34.30,33.17,51.46,29.72,62.66,30.04,61.55, 860.00,816.00,824.00,768.00,832.00,0, 376.80,7.03,5.42,1443.00,0,408.40,1.54,5.14,1470.00,0,0,0,0,0, 240.70,7.71,4.96,1248.00,0,357.80,6.17,5.49,1221.00,0,0,0,0,0,
2022-03-03 13:06:43 , 29.43,29.13,22.10,21.89, 29.95,61.50,23.50,34.34,33.15,51.43,29.71,62.74,30.03,61.53, 856.00,816.00,828.00,768.00,832.00,0, 376.80,7.01,5.42,1443.00,0,408.60,1.53,5.14,1470.00,0,0,0,0,0, 240.60,7.54,4.96,1242.00,0,358.00,6.11,5.49,1221.00,0,0,0,0,0,
2022-03-03 13:06:53 , 29.37,29.13,22.16,21.82, 29.95,61.52,23.48,34.46,33.18,51.43,29.65,62.88,30.06,61.47, 856.00,824.00,828.00,764.00,828.00,0, 377.30,7.03,5.42,1443.00,0,408.60,1.53,5.14,1470.00,0,0,0,0,0, 240.70,7.47,4.96,1242.00,0,357.90,6.12,5.50,1220.00,0,0,0,0,0,
2022-03-03 13:07:03 , 29.43,29.13,22.16,21.82, 29.97,61.50,23.46,34.46,33.17,51.42,29.63,62.97,30.04,61.52, 852.00,832.00,828.00,772.00,828.00,0, 377.10,7.01,5.42,1444.00,0,408.90,1.54,5.13,1470.00,0,0,0,0,0, 240.80,7.63,4.96,1243.00,0,357.90,6.08,5.49,1220.00,0,0,0,0,0,
2022-03-03 13:07:13 , 29.43,29.19,22.16,21.82, 29.97,61.45,23.47,34.43,33.15,51.40,29.59,63.00,30.06,61.47, 852.00,824.00,820.00,776.00,824.00,0, 376.70,6.99,5.43,1444.00,0,408.80,1.54,5.13,1470.00,0,0,0,0,0, 240.90,7.47,4.96,1233.00,0,357.90,6.06,5.49,1219.00,0,0,0,0,0,
2022-03-03 13:07:23 , 29.43,29.19,22.22,21.82, 29.95,61.52,23.44,34.42,33.17,51.38,29.59,63.16,30.06,61.44, 848.00,820.00,812.00,768.00,832.00,0, 377.00,7.03,5.41,1443.00,0,408.60,1.53,5.13,1470.00,0,0,0,0,0, 241.00,7.50,4.95,1244.00,0,358.00,6.01,5.50,1218.00,0,0,0,0,0,
2022-03-03 13:07:33 , 29.43,29.13,22.22,21.82, 29.95,61.50,23.46,34.47,33.17,51.38,29.58,63.15,30.06,61.47, 856.00,820.00,820.00,768.00,828.00,0, 377.20,7.03,5.40,1443.00,0,408.70,1.53,5.14,1470.00,0,0,0,0,0, 240.80,7.40,4.96,1244.00,0,357.80,6.07,5.49,1219.00,0,0,0,0,0,
2022-03-03 13:07:43 , 29.43,29.13,22.16,21.82, 29.94,61.55,23.44,34.43,33.17,51.41,29.55,63.15,30.07,61.46, 860.00,820.00,820.00,772.00,832.00,0, 377.20,7.03,5.42,1443.00,0,408.90,1.54,5.14,1470.00,0,0,0,0,0, 240.80,7.39,4.95,1244.00,0,358.00,6.07,5.50,1219.00,0,0,0,0,0,
2022-03-03 13:07:53 , 29.43,29.13,22.22,21.76, 29.94,61.56,23.43,34.47,33.14,51.41,29.52,63.25,30.09,61.38, 852.00,812.00,804.00,772.00,828.00,0, 377.20,7.04,5.42,1443.00,0,408.50,1.54,5.14,1470.00,0,0,0,0,0, 240.80,7.46,4.95,1244.00,0,358.20,6.06,5.49,1219.00,0,0,0,0,0,
2022-03-03 13:08:03 , 29.37,29.13,22.22,21.82, 29.95,61.54,23.44,34.44,33.14,51.43,29.50,63.42,30.07,61.37, 852.00,816.00,824.00,768.00,828.00,0, 377.20,7.05,5.41,1443.00,0,408.60,1.55,5.13,1470.00,0,0,0,0,0, 241.10,7.40,4.95,1245.00,0,358.00,6.34,5.50,1219.00,0,0,0,0,0,
2022-03-03 13:08:13 , 29.43,29.13,22.22,21.82, 29.91,61.58,23.43,34.42,33.17,51.43,29.42,63.47,30.07,61.37, 856.00,816.00,824.00,764.00,828.00,0, 377.00,7.02,5.41,1443.00,0,408.70,1.53,5.13,1470.00,0,0,0,0,0, 241.10,7.33,4.95,1245.00,0,357.60,6.28,5.50,1219.00,0,0,0,0,0,
2022-03-03 13:08:23 , 29.43,29.13,22.22,21.82, 29.89,61.64,23.43,34.46,33.15,51.42,29.41,63.61,30.07,61.41, 852.00,816.00,812.00,768.00,828.00,0, 376.80,7.00,5.42,1443.00,0,408.70,1.55,5.14,1470.00,0,0,0,0,0, 240.90,7.54,4.96,1246.00,0,358.10,6.15,5.49,1219.00,0,0,0,0,0,
2022-03-03 13:08:33 , 29.43,29.19,22.22,21.89, 29.88,61.66,23.44,34.44,33.14,51.39,29.35,63.69,30.09,61.35, 848.00,816.00,824.00,780.00,832.00,0, 377.30,6.98,5.42,1443.00,0,408.40,1.55,5.13,1470.00,0,0,0,0,0, 241.20,7.62,4.96,1246.00,0,357.90,6.16,5.49,1219.00,0,0,0,0,0,
2022-03-03 13:08:43 , 29.37,29.13,22.29,21.89, 29.91,61.67,23.43,34.51,33.14,51.44,29.35,63.76,30.09,61.36, 848.00,844.00,812.00,760.00,824.00,0, 377.00,6.98,5.41,1443.00,0,408.70,1.54,5.14,1470.00,0,0,0,0,0, 241.20,7.49,4.96,1246.00,0,358.10,6.14,5.50,1220.00,0,0,0,0,0,
2022-03-03 13:08:53 , 29.43,29.19,22.29,21.89, 29.87,61.71,23.44,34.46,33.15,51.43,29.33,63.87,30.07,61.36, 852.00,808.00,820.00,760.00,828.00,0, 377.00,6.94,5.41,1443.00,0,408.70,1.53,5.13,1470.00,0,0,0,0,0, 241.30,7.62,4.96,1246.00,0,358.00,6.11,5.49,1220.00,0,0,0,0,0,
2022-03-03 13:09:03 , 29.43,29.19,22.29,21.95, 29.84,61.77,23.43,34.51,33.14,51.43,29.28,63.91,30.07,61.36, 852.00,788.00,808.00,764.00,824.00,0, 377.30,6.93,5.42,1443.00,0,408.60,1.53,5.13,1470.00,0,0,0,0,0, 241.30,7.64,4.95,1246.00,0,357.90,6.06,5.49,1220.00,0,0,0,0,0,
2022-03-03 13:09:13 , 29.43,29.13,22.29,21.95, 29.82,61.77,23.43,34.51,33.12,51.43,29.27,63.95,30.07,61.36, 852.00,808.00,812.00,760.00,828.00,0, 377.10,6.93,5.41,1443.00,0,408.70,1.53,5.13,1470.00,0,0,0,0,0, 241.40,7.44,4.96,1247.00,0,357.80,6.12,5.50,1220.00,0,0,0,0,0,
2022-03-03 13:09:23 , 29.37,29.13,22.29,22.01, 29.81,61.82,23.44,34.50,33.11,51.44,29.28,63.93,30.07,61.40, 852.00,800.00,816.00,756.00,828.00,0, 377.10,6.94,5.42,1443.00,0,408.70,1.54,5.13,1470.00,0,0,0,0,0, 241.40,7.50,4.95,1247.00,0,357.60,6.13,5.49,1220.00,0,0,0,0,0,
2022-03-03 13:09:33 , 29.37,29.13,22.29,22.01, 29.82,61.86,23.44,34.50,33.08,51.46,29.31,63.89,30.06,61.34, 852.00,808.00,812.00,760.00,824.00,0, 377.30,6.95,5.42,1443.00,0,408.70,1.54,5.13,1470.00,0,0,0,0,0, 241.50,7.40,4.96,1247.00,0,358.20,6.13,5.50,1221.00,0,0,0,0,0,
2022-03-03 13:09:43 , 29.43,29.19,22.29,22.01, 29.77,61.90,23.47,34.57,33.10,51.46,29.34,63.88,30.06,61.34, 852.00,808.00,796.00,756.00,828.00,0, 377.00,6.96,5.41,1443.00,0,408.70,1.55,5.13,1470.00,0,0,0,0,0, 241.30,7.35,4.95,1247.00,0,358.00,6.03,5.49,1221.00,0,0,0,0,0,
2022-03-03 13:09:53 , 29.43,29.19,22.29,22.01, 29.77,61.95,23.46,34.57,33.11,51.50,29.37,63.73,30.03,61.36, 848.00,792.00,816.00,760.00,816.00,0, 377.50,6.92,5.41,1443.00,0,408.50,1.54,5.12,1470.00,0,0,0,0,0, 240.80,7.35,4.95,1246.00,0,357.90,6.06,5.49,1221.00,0,0,0,0,0,
2022-03-03 13:10:03 , 29.43,29.19,22.29,22.01, 29.77,61.95,23.46,34.55,33.11,51.49,29.39,63.69,30.04,61.42, 848.00,804.00,812.00,756.00,828.00,0, 377.10,6.91,5.42,1443.00,0,408.60,1.53,5.12,1470.00,0,0,0,0,0, 241.10,7.61,4.95,1246.00,0,358.10,6.07,5.49,1222.00,0,0,0,0,0,
2022-03-03 13:10:13 , 29.43,29.19,22.29,22.08, 29.77,61.97,23.47,34.58,33.10,51.50,29.45,63.54,30.03,61.41, 848.00,804.00,828.00,756.00,832.00,0, 377.30,6.90,5.41,1444.00,0,408.50,1.53,5.12,1470.00,0,0,0,0,0, 241.30,7.73,4.96,1246.00,0,358.30,6.08,5.49,1222.00,0,0,0,0,0,
2022-03-03 13:10:23 , 29.43,29.19,22.29,22.01, 29.76,61.94,23.47,34.54,33.08,51.50,29.47,63.51,30.03,61.39, 848.00,804.00,808.00,760.00,828.00,0, 377.10,6.90,5.41,1443.00,0,408.40,1.53,5.13,1470.00,0,0,0,0,0, 241.20,7.63,4.96,1244.00,5,358.40,6.00,5.50,1258.00,0,0,0,0,0,
2022-03-03 13:10:33 , 29.43,29.19,22.29,22.08, 29.78,62.00,23.47,34.54,33.10,51.55,29.45,63.45,30.04,61.41, 848.00,800.00,812.00,756.00,824.00,0, 377.10,6.86,5.41,1443.00,0,408.70,1.54,5.13,1470.00,0,0,0,0,0, 241.10,7.64,4.96,1245.00,0,358.10,6.04,5.49,1223.00,0,0,0,0,0,
2022-03-03 13:10:43 , 29.43,29.13,22.29,22.08, 29.76,61.99,23.46,34.58,33.08,51.50,29.47,63.53,30.02,61.42, 852.00,804.00,812.00,756.00,828.00,0, 377.10,6.87,5.40,1443.00,0,408.10,1.54,5.12,1470.00,0,0,0,0,0, 241.20,7.37,4.96,1244.00,0,358.30,6.05,5.49,1223.00,0,0,0,0,0,
2022-03-03 13:10:53 , 29.37,29.19,22.29,22.08, 29.78,62.01,23.48,34.58,33.10,51.52,29.44,63.46,30.00,61.44, 836.00,820.00,812.00,756.00,824.00,0, 377.00,6.87,5.41,1443.00,0,408.60,1.55,5.13,1470.00,0,0,0,0,0, 241.20,7.38,4.95,1245.00,0,358.40,6.05,5.49,1224.00,0,0,0,0,0,
2022-03-03 13:11:03 , 29.43,29.19,22.29,22.08, 29.78,61.97,23.50,34.56,33.11,51.50,29.54,63.38,30.02,61.47, 860.00,796.00,816.00,760.00,828.00,0, 377.10,6.85,5.41,1444.00,0,408.80,1.54,5.12,1470.00,0,0,0,0,0, 241.20,7.43,4.96,1244.00,0,358.00,6.08,5.49,1223.00,0,0,0,0,0,
2022-03-03 13:11:13 , 29.37,29.19,22.29,22.01, 29.80,61.96,23.48,34.55,33.10,51.55,29.57,63.20,30.03,61.46, 852.00,812.00,816.00,760.00,824.00,0, 377.10,6.84,5.40,1443.00,0,408.90,1.54,5.13,1470.00,0,0,0,0,0, 241.40,7.40,4.95,1235.00,0,358.40,6.06,5.49,1224.00,0,0,0,0,0,
2022-03-03 13:11:23 , 29.43,29.19,22.29,22.01, 29.81,61.94,23.47,34.58,33.11,51.52,29.61,63.06,30.02,61.51, 852.00,804.00,812.00,808.00,828.00,0, 377.10,6.84,5.40,1443.00,0,408.60,1.53,5.13,1470.00,0,0,0,0,0, 241.40,7.65,4.95,1241.00,0,358.10,6.05,5.49,1224.00,0,0,0,0,0,
2022-03-03 13:11:33 , 29.43,29.19,22.29,22.01, 29.78,61.95,23.48,34.51,33.11,51.55,29.68,62.99,30.02,61.55, 852.00,804.00,812.00,748.00,828.00,0, 376.70,6.85,5.40,1443.00,0,408.50,1.52,5.12,1470.00,0,0,0,0,0, 241.30,7.58,4.96,1241.00,0,358.20,6.01,5.50,1223.00,0,0,0,0,0,
